company_name	regorg	regidate	morregcno	priclasecam	change	public_date	status	cancel	guadetali	mortagee	priclasec	company_name	bbd_qyxx_id	bbd_unique_id
合肥市田源精铸有限公司	肥西县市场监督管理局	2015/4/22	5.5102E+13	908		2015/4/22	无效	[{"cancel_reason":"1","cancel_date":"2015年05月19日"}]	[{"owner":"抵押人","name":"真空系统及水循环系统","details":"2台，完好，抵押人公司","remarks":},{"owner":"抵押人","name":"V法造型线冲天炉系统设备","details":"2套，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"布袋除尘系统","details":"2套，完好，在用，抵押人公司","remarks":}]	[{"morname":"合肥市国正小额贷款有限公司","morno":"其他","idno":"340100000160405"}]	[{"period":"自2015年02月10日至2015年05月10日","amount":"908万元","kind":"借款合同","range":"本金、利息、违约金等","remarks":"为强力公司担保"}]	合肥市田源精铸有限公司	c595dcc292514d01acfcdc1b25062463	e91d237430cb19bbf66c518c008dfc68
安徽中草香料股份有限公司	怀远县市场监督管理局	2016/2/4	5.5201E+13	900		2016/2/4	无效	[{"cancel_reason":"1","cancel_date":"2017年01月24日"}]	[{"owner":"安徽中草香料有限公司","name":"阀门配件","details":"1套 良好 良好 该公司车间内 等","remarks":"等"},{"owner":"安徽中草香料有限公司","name":"冷却器","details":"2台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"搪瓷锅","details":"9套 良好 良好 该公司车间内","remarks":},{"owner":"安徽振中香料有限公司","name":"气相色谱仪","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"离心机","details":"1台  良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"阿贝折射仪","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"烘箱","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"熔点仪","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"搪瓷反应釜","details":"7套 良好 良好 该公司车间","remarks":},{"owner":"安徽中草香料有限公司","name":"离心机","details":"2台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"分馏塔","details":"2套 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"不锈钢分馏设备","details":"1套 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"防爆电机","details":"3台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"电子密度仪","details":"1台 良好 良好  该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"自动旋光仪","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"净化工作台","details":"1台 良好 良好 该公司车间内","remarks":},{"owner":"安徽中草香料有限公司","name":"搪瓷玻璃设备","details":"6台 良好 良好 该公司车间内","remarks":}]	[{"morname":"怀远县中小企业融资担保有限公司","morno":"其他","idno":"91340321675852789C"}]	[{"period":"自2016年01月13日至2017年01月13日","amount":"900万元","kind":"借款合同","range":"主债权","remarks":}]	安徽中草香料股份有限公司	78d39f69e62c405b99ed4b8d8f04ac17	5de2a27e615546694546a941aa42e893
安徽银河皮革有限公司	界首市市场监督管理局	2016/2/2	2016008	900		2016/2/2	无效	[{"cancel_reason":"1","cancel_date":"2017年02月10日"}]	[{"owner":"安徽银河皮革有限公司","name":"绵羊皮","details":"数量31083张  所在地安徽鑫河清真牛羊肉加工有限公司冷库内","remarks":},{"owner":"安徽鑫河清真牛羊肉加工有限公司","name":"机器设备","details":"数量93台  所在地安徽鑫河清真牛羊肉有限公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2016年01月14日至2017年01月13日","amount":"900万元","kind":"借款合同","range":"借款本金及利息罚息逾期利息违约金损害赔偿金等","remarks":}]	安徽银河皮革有限公司	5dd7824788ee44c290eb14c972c6192f	5f858a81aa624e63019a1a3a809a11ec
安徽银河皮革有限公司	界首市市场监督管理局	2017/1/19	2017005	900		2017/1/19	有效		[{"owner":"安徽银河皮革有限公司","name":"存货","details":"数量17195张  所在地：安徽银河皮革有限公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2017年01月19日至2018年01月19日","amount":"900万元","kind":"借款合同","range":"借款本金及利息罚息违约金","remarks":}]	安徽银河皮革有限公司	5dd7824788ee44c290eb14c972c6192f	f202bf06b16a3351d5dc4cea09c9d7f5
芜湖万辰电光源科技股份有限公司	芜湖县市场监督管理局	2014/12/9	5.5306E+13	900		2014/12/9	无效	[{"cancel_reason":"1","cancel_date":"2015年12月14日"}]	[{"owner":,"name":,"details":,"remarks":}]	[{"morname":"芜湖县中小企业融资担保有限公司","morno":,"idno":"340221000045490"}]	[{"period":"自2014年12月10日至2015年12月10日","amount":"900万元","kind":"借款合同","range":"本金、利息","remarks":}]	芜湖万辰电光源科技股份有限公司	68744cd06f3b4105ac2dba7b8dace9e6	5d026e0ea9c08cee42b1c7d0c7ff93b4
安徽东锦资源再生科技有限公司	界首市市场监督管理局	2015/11/3	2015039	900		2015/11/3	无效	[{"cancel_reason":"1","cancel_date":"2016年11月09日"}]	[{"owner":"安徽东锦资源再生科技有限公司","name":"poy生产线","details":"数量2条  成新率85%  所在地安徽东锦资源再生科技有限公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2015年11月03日至2016年11月02日","amount":"900万元","kind":"借款合同","range":"借款本金及利息罚息违约金等","remarks":}]	安徽东锦资源再生科技有限公司	5084afd3de5a42738632c2ad8b3922a4	044969b3005eb3badd4b997422ecad9e
安徽东锦资源再生科技有限公司	界首市市场监督管理局	2015/12/18	2015045	900		2015/12/18	无效	[{"cancel_reason":"1","cancel_date":"2016年12月23日"}]	[{"owner":"安徽东锦资源再生科技有限公司","name":"化纤布","details":"p181数量2258026米    p95数量542983米","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2015年12月14日至2016年12月13日","amount":"900万元","kind":"借款合同","range":"借款本金及利息罚息、违约金、损害赔偿金等","remarks":}]	安徽东锦资源再生科技有限公司	5084afd3de5a42738632c2ad8b3922a4	42dfd7fcebf1d2993870b8f1553a5a9a
安徽东锦资源再生科技有限公司	界首市市场监督管理局	2015/7/15	2015014	900		2015/7/15	无效	[{"cancel_reason":"1","cancel_date":"2016年08月01日"}]	[{"owner":"安徽东锦资源再生科技有限公司","name":"POY生产线","details":"数量2条  成新率85%  所在地 安徽东锦资源再生科技有限公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2015年07月08日至2016年07月08日","amount":"900万元","kind":"借款合同","range":"借款本金及利息罚息违约金损害赔偿金等","remarks":}]	安徽东锦资源再生科技有限公司	5084afd3de5a42738632c2ad8b3922a4	fb55a8a9402b9982d2507cd7d3912fea
宿州市东达木业有限公司	宿州市埇桥区市场监督管理局	2015/9/9	5.5703E+13	900		2015/9/9	有效		[{"owner":"宿州市东达木业有限公司","name":"机器设备","details":"2535万元","remarks":}]	[{"morname":"宿州市融通融资担保有限公司","morno":"其他","idno":"341300000016173"}]	[{"period":"自2015年08月31日至2016年08月31日","amount":"900万元","kind":"借款合同","range":"本金、利息、违约金等","remarks":}]	宿州市东达木业有限公司	26eb351438ea45fb80db5b2e810db530	9fa7bc17551f9d8ba56dd3dd6278b661
安徽金玉米农业科技开发有限公司	萧县市场监督管理局	2016/2/2	5.5706E+13	900		2016/2/2	有效		[{"owner":"安徽金玉米","name":"机械设备","details":"正常使用","remarks":}]	[{"morname":"安徽省信用担保集团有限公司","morno":"其他","idno":"3400000000038806"}]	[{"period":"自2016年02月02日至2019年02月01日","amount":"900万元","kind":"借款合同","range":"主债权，利息，违约金","remarks":}]	安徽金玉米农业科技开发有限公司	dbd19cb19a784b1fbf2f35d448de7c5a	e93144eeace5856cb9592058ef85b21f
安徽金玉米农业科技开发有限公司	萧县市场监督管理局	2015/4/3	5.5706E+13	900		2015/4/3	无效	[{"cancel_reason":"1","cancel_date":"2016年04月12日"}]	[{"owner":"安徽金玉米","name":"机械设备","details":"正常使用","remarks":}]	[{"morname":"萧县融资担保有限公司","morno":"其他","idno":"341322000031927"}]	[{"period":"自2015年04月03日至2016年04月03日","amount":"900万元","kind":"借款合同","range":"主债权，利息，违约金","remarks":}]	安徽金玉米农业科技开发有限公司	dbd19cb19a784b1fbf2f35d448de7c5a	5a164c26a450a2ab2f535cdeaedadc7a
芜湖申锋板业有限公司	芜湖市鸠江区市场监督管理局	2015/12/1	5.5304E+13	900		2015/12/1	有效		[{"owner":"申锋公司","name":"设备（见清单）","details":"30台、良好、厂内","remarks":}]	[{"morname":"芜湖市鸠江中小企业融资担保有限公司","morno":"其他","idno":"3402000000046303"}]	[{"period":"自2015年09月29日至2016年09月23日","amount":"900万元","kind":"借款合同","range":"主债权及利息","remarks":}]	芜湖申锋板业有限公司	27811bac5a874d65b030dddad16f9bd7	b269dd39038d7f1a8a2cf2fb989f6bf4
永利电子铜陵有限公司	铜陵市经济开发区市场监督管理局	2015/8/3	5.6204E+13	900		2015/8/3	有效		[{"owner":"永利电子铜陵有限公司","name":"PCB成型机","details":"1台，良好，永利电子铜陵有限公司内","remarks":},{"owner":"永利电子铜陵有限公司","name":"PCB钻孔机","details":"1台，良好，永利电子铜陵有限公司内","remarks":},{"owner":"永利电子铜陵有限公司","name":"去毛刺机等","details":"19台，良好，永利电子铜陵有限公司内","remarks":}]	[{"morname":"苏州联致科技有限公司","morno":"其他","idno":"320594400013346"}]	[{"period":"自2015年07月26日至2018年07月25日","amount":"900万元","kind":"买卖合同","range":"主合同项目下全部债务，包括本金、利息及其他从属费用。","remarks":}]	永利电子铜陵有限公司	12a407c3c2604e89b6e8f1e5104f95f0	4972b2678e7f91ffc2843a72d9b0f9f5
合肥大道模具有限责任公司	合肥市经济开发区市场监督管理局	2015/8/19	5.5109E+13	890.6		2015/8/19	有效		[{"owner":"合肥大道模具有限责任公司","name":"cmv-1690群基cmv加工中心","details":"共34台套","remarks":}]	[{"morname":"万向租赁有限公司","morno":"其他","idno":"330000000011574"}]	[{"period":"自2015年07月15日至2018年06月15日","amount":"890.6万元","kind":"融资租赁合同","range":"主债权及其他费用","remarks":}]	合肥大道模具有限责任公司	37b61dd51044475582b65eefe931da9c	82ed9fc9b1be4d1671fe17cc2d268fa8
安徽省小小科技股份有限公司	绩溪县市场监督管理局	2015/6/8	5.6306E+13	850		2015/6/8	有效		[{"owner":"安徽省小小科技实业有限责任公司","name":"普通车床","details":"C620-1\t小小科技\t良好\t本公司\t2006-3-31\t10\t236000.00","remarks":"详见清单附件"}]	[{"morname":"安徽绩溪农村商业银行股份有限公司","morno":"其他","idno":"341800000120593"}]	[{"period":"自2015年05月15日至2018年04月27日","amount":"850万元","kind":"借款合同","range":"抵押担保合同第四条规定","remarks":}]	安徽省小小科技股份有限公司	f4248497cbe74750be59e4b47e26180f	6238aa4e20e694ba5bab7988687cb558
黄山市强峰铝业有限公司	歙县市场监督管理局	2014/10/10	5.59005E+13	850	[{"序号":"1","变更日期":"2014年11月17日","变更内容":""},{"序号":"2","变更日期":"2014年10月10日","变更内容":"登记编号"}]	2014/10/10	无效	[{"cancel_reason":"1","cancel_date":"2016年03月17日"}]	[{"owner":"黄山市强峰铝业有限公司","name":"铝棒","details":"340.943吨 优 良好 强峰铝业公司内","remarks":},{"owner":"黄山市强峰铝业有限公司","name":"机械设备","details":"4台（套）优 良好 强峰铝业公司内","remarks":}]	[{"morname":"黄山市融资担保有限公司","morno":,"idno":"341000000002866"}]	[{"period":"自2014年10月09日至2015年10月08日","amount":"850万元","kind":"借款合同","range":"主债权及利息","remarks":}]	黄山市强峰铝业有限公司	3e002fce9cc64ed0b12afb4770e94408	7ff8d11160f2d2708a0c1599aa6802e5
安徽华安食品有限公司	和县市场监督管理局	2016/11/2	5.5502E+13	815		2016/11/2	无效		[{"owner":"安徽华安食品有限公司","name":"机械设备","details":"浸出成套设备等价值2511.93万元","remarks":}]	[{"morname":"和县振兴融资担保有限公司","morno":"其他","idno":"913405237790644885"}]	[{"period":"自2016年10月31日至2017年10月31日","amount":"815万元","kind":"借款合同","range":"主债权本金利息罚金等","remarks":}]	安徽华安食品有限公司	3c6806454a754303855094546ca50651	a5e97bc2cd2a4a6f93c6e4d7f0c23749
安徽裕隆模具铸业有限公司	宁国市市场监督管理局	2015/2/10	5.6304E+13	800		2015/2/10	无效		[{"owner":"安徽省裕隆模具铸业有限公司","name":"机械设备","details":"抵押物共7台（套），质量性能状况良好，现存放在抵押人处。","remarks":}]	[{"morname":"宣城希达中小企业融资担保有限公司","morno":"其他","idno":"342500000004743"}]	[{"period":"自2015年02月10日至2016年02月10日","amount":"800万元","kind":"借款合同","range":"本金、利息","remarks":}]	安徽裕隆模具铸业有限公司	1870717ca3a6476c9e8099f3e4e207bd	2f07e28e99ee3c188cc81ceb2536ba68
安徽裕隆模具铸业有限公司	宣城市工商质监局园区分局	2015/10/10	5.63E+13	800		2015/10/10	无效	[{"cancel_reason":"1","cancel_date":"2016年10月18日"}]	[{"owner":"安徽裕隆模具铸业有限公司","name":"龙门加工中心等机械设备","details":"２４台，质量良好，存放于安徽裕隆模具铸业有限公司，具体见宣保２０１５字第０３４号找押清单","remarks":}]	[{"morname":"宣城市中小企业融资担保有限公司","morno":"其他","idno":"３４２５００００００２２６９２"}]	[{"period":"自2015年09月25日至2016年09月25日","amount":"800万元","kind":"借款合同","range":"主债权本金、利息、违约金等","remarks":}]	安徽裕隆模具铸业有限公司	1870717ca3a6476c9e8099f3e4e207bd	9a11a733158535719eb23ce6374d3abe
安徽华灿彩钢薄板科技有限公司	太和县市场监督管理局	2016/10/24	5.5806E+13	800		2016/10/24	有效		[{"owner":"本公司","name":"机器设备","details":"《资产评估报告书》安杰评字【2016】第166号","remarks":"评估价值2003.1万元"}]	[{"morname":"安徽太和农村商业银行股份有限公司","morno":"其他","idno":"913412001520699040"}]	[{"period":"自2016年10月24日至2017年10月23日","amount":"800万元","kind":"借款合同","range":"以合同为准","remarks":}]	安徽华灿彩钢薄板科技有限公司	925923863fab40fa8180057fdf8b0669	3df15a7077141e1044b4dbb2118aa11d
合肥市田源精铸有限公司	肥西县市场监督管理局	2015/6/17	5.5102E+13	800		2015/6/17	无效	[{"cancel_reason":"1","cancel_date":"2016年06月14日"}]	[{"owner":"抵押人","name":"激光机械手","details":"1，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"激光切割加工系统","details":"1，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"压力机","details":"5，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"四点压机","details":"3，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"液压机","details":"3，完好，在用，抵押人公司","remarks":},{"owner":"抵押人","name":"数控龙门加工中心","details":"1，完好，在用，抵押人公司","remarks":}]	[{"morname":"安徽肥西农村商业银行股份有限公司","morno":"其他","idno":"340100000387163"}]	[{"period":"自2015年06月17日至2016年06月17日","amount":"800万元","kind":"借款合同","range":"本金、利息及费用","remarks":}]	合肥市田源精铸有限公司	c595dcc292514d01acfcdc1b25062463	a488877c15bdaac28e3e8a052edb33df
安徽银河皮革有限公司	界首市市场监督管理局	2016/9/6	2016077	800		2016/9/6	有效		[{"owner":"安徽银河皮革有限公司","name":"存货","details":"蓝湿皮数量：158322张  所在地：本公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2016年09月06日至2017年09月06日","amount":"800万元","kind":"借款合同","range":"借款本金及利息罚息违约金等","remarks":}]	安徽银河皮革有限公司	5dd7824788ee44c290eb14c972c6192f	bad3aa6aafb8d0fce82cad6ae2f6e94a
安徽英特罗斯服饰有限公司	颍上县市场监督管理局市场规范管理分局	2015/4/16	5.5809E+13	800		2015/4/16	无效	[{"cancel_reason":"1","cancel_date":"2016年05月05日"}]	[{"owner":"安徽英特罗斯服饰有限公司","name":"再生革流水线","details":"4套，良好，在用，安徽英特罗斯服饰有限公司","remarks":},{"owner":"安徽英特罗斯服饰有限公司","name":"全自动皮糖纸流水线","details":"11套，良好，在用，安徽英特罗斯服饰有限公司","remarks":},{"owner":"安徽英特罗斯服饰有限公司","name":"航吊","details":"1套，良好，在用，安徽英特罗斯服饰有限公司","remarks":},{"owner":"安徽英特罗斯服饰有限公司","name":"污水处理设备","details":"1套，良好，在用，安徽英特罗斯服饰有限公司","remarks":}]	[{"morname":"颍上县中小企业融资担保有限公司","morno":"其他","idno":"341226000035671"}]	[{"period":"自2015年04月16日至2016年04月16日","amount":"800万元","kind":"借款合同","range":"依照反担保抵押合同规定","remarks":}]	安徽英特罗斯服饰有限公司	8fb8de60817a400b9b5ee415fa0cebc1	3c4c3bb106a8febb61385aff586b7170
宿州市人人家食品有限公司	宿州市工商局直属分局	2016/9/20	5.5702E+13	800		2016/9/20	有效		[{"owner":"宿州市人人家食品有限公司","name":"机器设备","details":"48台/套，价值1226.54万元，质量状况完好，所在地为宿州市人人家食品公司","remarks":}]	[{"morname":"宿州新区融资担保有限公司","morno":"其他","idno":"91341300793551039J"}]	[{"period":"自2016年09月14日至2017年09月14日","amount":"800万元","kind":"借款合同","range":"本金、利息、罚息、违约金等","remarks":}]	宿州市人人家食品有限公司	e11fe4a7786d44889541a76846eaf144	423ce8535c7a287af51ae5421facce4d
合肥市田源精铸有限公司	肥西县市场监督管理局	2016/6/13	5.5102E+13	800		2016/6/13	有效		[{"owner":"抵押人","name":"机械设备","details":"20，完好，在用，抵押人公司","remarks":}]	[{"morname":"安徽肥西农村商业银行股份有限公司","morno":"其他","idno":"913401005501896885"}]	[{"period":"自2016年06月14日至2019年04月11日","amount":"800万元","kind":"借款合同","range":"本金、利息等","remarks":}]	合肥市田源精铸有限公司	c595dcc292514d01acfcdc1b25062463	76710ec1c36cdc5921940671d217a1be
宿州市人人家食品有限公司	宿州市工商局直属分局	2015/9/7	5.5702E+14	800		2015/9/7	无效		[{"owner":"宿州市人人家食品有限公司","name":"机器设备","details":"48台，人民币1226万元，使用状况良好，宿州开发区宿怀南路89号","remarks":}]	[{"morname":"宿州新区融资担保有限公司","morno":"其他","idno":"341300000022102"}]	[{"period":"自2015年09月06日至2016年09月06日","amount":"800万元","kind":"借款合同","range":"本金、利息、罚息、违约金等","remarks":}]	宿州市人人家食品有限公司	e11fe4a7786d44889541a76846eaf144	70f14ecdb86142414377dd651fd56569
芜湖华翔印务包装有限公司	芜湖市三山区市场监督管理局	2015/1/15	5.5305E+13	800		2015/1/15	有效		[{"owner":"芜湖华翔印务包装有限公司","name":"七层瓦楞纸板生产线","details":"1条，质量保证，存放在芜湖华翔印务包装有限公司","remarks":}]	[{"morname":"永丰余造纸（扬州）有限公司","morno":"其他","idno":"320000400001166"}]	[{"period":"自2015年03月11日至2015年12月31日","amount":"800万元","kind":"借款合同","range":"主债权及利息、违约金、损害赔偿金和实现抵押权的费用及合同中约定的其他费用","remarks":}]	芜湖华翔印务包装有限公司	95030cdf30d740539b9460c138120d2b	e6ab5808625190110213e97a718311a8
安徽省东博米业有限公司	五河县市场监督管理局	2015/5/27	5.5203E+13	800		2015/5/27	无效	[{"cancel_reason":"1","cancel_date":"2015年10月09日"}]	[{"owner":"安徽省东博米业有限公司","name":"水稻","details":"1060万斤、价值1480万元、中等质量、保存完好、存放于安徽省东博米业有限公司4号仓库内","remarks":}]	[{"morname":"安徽五河农村商业银行股份有限公司","morno":"其他","idno":"340322000004243"}]	[{"period":"自2015年05月28日至2015年08月28日","amount":"800万元","kind":"借款合同","range":"主债权、罚金、违约金、损害赔偿、实现抵押款的费用","remarks":}]	安徽省东博米业有限公司	17ea5c9661c54b4db7b930ab30dbee7e	179e56f77d23079a21ea5ca8a12446df
安徽新能电源科技有限公司	界首市市场监督管理局	2016/8/30	2016066	800		2016/8/30	有效		[{"owner":"安徽新能电源科技有限公司","name":"机器设备","details":"所在地：本公司","remarks":}]	[{"morname":"界首市发展中小企业融资担保有限责任公司","morno":"其他","idno":"341282000019708"}]	[{"period":"自2016年03月28日至2017年03月29日","amount":"800万元","kind":"借款合同","range":"借款本金及利息罚息违约金等","remarks":}]	安徽新能电源科技有限公司	8469436c669d4b4eb0e59fc8b4ec668c	a959f026e574fea04e2d3ebf249d0e51
池州冠华黄金冶炼有限公司	池州市贵池区市场监督管理局	2015/9/10	5.6601E+13	800		2015/9/10	有效		[{"owner":"池州冠华黄金治炼有限公司","name":"机械设备","details":"共计10台套,状况良好.池州冠华黄金治炼有限公司.","remarks":}]	[{"morname":"池州市贵池民生融资担保有限责仼公司","morno":"其他","idno":"341701000000684"}]	[{"period":"自2015年09月09日至2016年09月08日","amount":"800万元","kind":"借款合同","range":"本金.利息.罚息.复息.违约金和有关费用","remarks":}]	池州冠华黄金冶炼有限公司	e7cc56f4feaa40b18824a334e21c4b2d	7097bb2dc23fe87926c1edbc83467cda
濉溪县国光纸业有限责任公司	濉溪县市场监督管理局	2014/11/12	5.6104E+13	800		2014/11/12	有效		[{"owner":,"name":,"details":,"remarks":}]		[{"period":"自2014年11月05日至2016年05月05日","amount":"800万元","kind":"借款合同","range":"本金、利息、违约金","remarks":}]	濉溪县国光纸业有限责任公司	2110d7f54e394631b4bfbd6811c2e5a5	c347e5c263c216775dcc88f117b622ed
安徽银河皮革有限公司	界首市市场监督管理局	2016/7/21	2016055	760		2016/7/21	有效		[{"owner":"安徽银河皮革有限公司","name":"机器设备","details":"成新率90%   所在地安徽银河皮革有限公司","remarks":}]	[{"morname":"界首市工业投资有限公司","morno":"其他","idno":"91341282060817813"}]	[{"period":"自2016年07月20日至2018年07月20日","amount":"760万元","kind":"借款合同","range":"借款本金及利息罚息违约金损害赔偿金等","remarks":}]	安徽银河皮革有限公司	5dd7824788ee44c290eb14c972c6192f	7a50309df71e22bde816f2e26c0abd74
安徽裕隆模具铸业有限公司	宣城市工商质监局园区分局	2016/2/3	5.63E+13	750		2016/2/3	无效	[{"cancel_reason":"1","cancel_date":"2017年02月06日"}]	[{"owner":"安徽裕隆模具铸业有限公司","name":"电动车等机械设备等","details":"48台、质量良好，存放于安徽裕隆模具铸业有限公司。具体详见宣保[2016]高字第005号抵押清单","remarks":}]	[{"morname":"宣城市中小企业融资担保有限公司","morno":"其他","idno":"342500000022692"}]	[{"period":"自2016年02月02日至2017年02月01日","amount":"750万元","kind":"借款合同","range":"主债权本金、利息、违约金等","remarks":}]	安徽裕隆模具铸业有限公司	1870717ca3a6476c9e8099f3e4e207bd	d7ebd0ea38f19e5bc865a3f6fc17c377
合肥大道模具有限责任公司	合肥市经济开发区市场监督管理局	2014/12/22	5.5109E+13	750		2014/12/22	无效	[{"cancel_reason":"1","cancel_date":"2016年01月13日"}]	[{"owner":,"name":,"details":,"remarks":},{"owner":"合肥大道模具有限公司","name":"除尘机","details":"数量共63台净值1611万位于厂内","remarks":}]	[{"morname":"安徽省信用担保集团有限公司","morno":,"idno":"340000000038806（1-1）"}]	[{"period":"自2014年12月22日至2015年12月22日","amount":"750万元","kind":"借款合同","range":"主债权及其利息、违约金损害赔偿金","remarks":}]	合肥大道模具有限责任公司	37b61dd51044475582b65eefe931da9c	ecf5f383f12766ebead445fa0b1c63b8
合肥大道模具有限责任公司	合肥市经济开发区市场监督管理局	2016/1/13	5.5109E+13	750		2016/1/13	无效	[{"cancel_reason":"1","cancel_date":"2016年09月05日"}]	[{"owner":"合肥大道模具有限责任公司","name":"除尘机、活络摸花精雕机等","details":"等63台套良好，位于该公司内","remarks":}]	[{"morname":"安徽省信用担保集团有限公司","morno":"其他","idno":"340000000038806"}]	[{"period":"自2016年01月11日至2016年08月26日","amount":"750万元","kind":"借款合同","range":"主债权及其他费用","remarks":}]	合肥大道模具有限责任公司	37b61dd51044475582b65eefe931da9c	0d323b8bbe08f6dc1aadbe286254a158
芜湖申锋板业有限公司	芜湖市鸠江区市场监督管理局	2015/8/27	5.5304E+13	750		2015/8/27	有效		[{"owner":"芜湖申锋板业有限公司","name":"电子印刷机组","details":"1台，正在使用，申锋公司内","remarks":"4351200"},{"owner":"芜湖申锋板业有限公司","name":"自动粘胶机","details":"1台，正在使用，申锋公司内","remarks":"3372600"},{"owner":"芜湖申锋板业有限公司","name":"钉箱机","details":"3台，正在使用，申锋公司内","remarks":"344925"},{"owner":"芜湖申锋板业有限公司","name":"气动隔膜机","details":"1台，正在使用，申锋公司内","remarks":"845250"},{"owner":"芜湖申锋板业有限公司","name":"电子锯","details":"1台，正在使用，申锋公司内","remarks":"804825"},{"owner":"芜湖申锋板业有限公司","name":"高强瓦楞纸板生产线","details":"1台，正在使用，申锋公司内","remarks":"3748500"},{"owner":"芜湖申锋板业有限公司","name":"锅炉","details":"2台，正在使用，申锋公司内","remarks":"2572500"},{"owner":"芜湖申锋板业有限公司","name":"水墨印刷机","details":"1台，正在使用，申锋公司内","remarks":"1733760"},{"owner":"芜湖申锋板业有限公司","name":"单面生产线","details":"1台，正在使用，申锋公司内","remarks":"1108800"},{"owner":"芜湖申锋板业有限公司","name":"开槽机","details":"1台，正在使用，申锋公司内","remarks":"168630"},{"owner":"芜湖申锋板业有限公司","name":"复合瓦楞机组","details":"1台，正在使用，申锋公司内","remarks":"4014215"},{"owner":"芜湖申锋板业有限公司","name":"切割平刨机","details":"2台，正在使用，申锋公司内","remarks":"551880"},{"owner":"芜湖申锋板业有限公司","name":"瓦楞机辊组","details":"1台，正在使用，申锋公司内","remarks":"3969000"},{"owner":"芜湖申锋板业有限公司","name":"高强瓦楞机","details":"1台，正在使用，申锋公司内","remarks":"600600"}]	[{"morname":"芜湖市鸠江忠小企业融资担保有限公司","morno":"其他","idno":"340200000046303"}]	[{"period":"自2015年08月27日至2016年08月27日","amount":"750万元","kind":"借款合同","range":"主债权，利息，违约金及实现主债权的费用","remarks":}]	芜湖申锋板业有限公司	27811bac5a874d65b030dddad16f9bd7	b98cebad6ccf8fc7d0b82e44ff369ee2
安徽阳光夏子绿色包装有限公司	滁州市琅琊区市场监督管理局	2014/12/19	5.503E+13	727		2014/12/19	无效		[{"owner":"安徽夏子绿色包装有限公司","name":"高宝利必达RA105-5五色胶印机","details":"壹台，质量良好，正在使用中，安徽省滁州市琅琊区工业集中区永阳路以东、南京路-铜陵路-上海路以西、世纪大道以北","remarks":}]	[{"morname":"远东国际租赁有限公司","morno":,"idno":"15000002201406260140"}]	[{"period":"自2013年04月10日至2017年04月10日","amount":"727万元","kind":"融资租赁合同","range":"主债权、利息、违约金、损害赔偿金、实现抵押权的费用、合同中其它约定","remarks":}]	安徽阳光夏子绿色包装有限公司	d158fc0f514a43fb82a1b5b8eec2bf07	ac65ab1ee32d6de3c2a7df37b2b7f65f
合肥大道模具有限责任公司	合肥市经济开发区市场监督管理局	2015/11/26	5.5109E+13	717.5		2015/11/26	有效		[{"owner":"合肥大道模具有限公司","name":"三轴刻字机","details":"三轴刻字机轮胎专用刻字机等20台质量良好公司内","remarks":}]	[{"morname":"怀远县城市投资发展有限公司","morno":"其他","idno":"91340321743067388"}]	[{"period":"自2015年11月24日至2016年11月24日","amount":"717.5万元","kind":"其他合同","range":"主债权","remarks":}]	合肥大道模具有限责任公司	37b61dd51044475582b65eefe931da9c	2879dda40f3443055dd0fdec80b6708c
